First process instance # in stats,1
Last process instance # in stats,5

Resource utilization
Resource,Utilization %
изготовление осьминога,Process_0m6vw7c.Activity_021r6no,172800.0,172800.0,172800.0,172800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14400.0,14400.0,14400.0,14400.0,0.0,0.0,0.0,0.0,172796.0,172796.0,172796.0,172796.0,1
клиент получил заказ, все довольны,Process_0m6vw7c.Event_11bqnsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
обновить наличие в соцсетях,Process_0m6vw7c.Activity_1xzejhr,9000.0,9000.0,9000.0,9000.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,8995.0,8995.0,8995.0,8995.0,1
отправка заказа,Process_0m6vw7c.Activity_0hlwe6l,172800.0,172800.0,172800.0,864000.0,0.0,0.0,0.0,0.0,518400.0,518400.0,518400.0,2592000.0,9600.0,9600.0,9600.0,48000.0,0.0,0.0,0.0,0.0,172797.0,172797.0,172797.0,863985.0,5
получен заказ на осьминога,Process_0m6vw7c.Event_05jna5g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
получение и обработка фидбека,Process_0m6vw7c.Activity_1onjitj,7200.0,7200.0,7200.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,2500.0,0.0,0.0,0.0,0.0,7197.0,7197.0,7197.0,35985.0,5
предупредить об увеличенном времени ожидания из-за изготовления,Process_0m6vw7c.Activity_1rln8er,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,1798.0,1798.0,1798.0,1798.0,1
проверить наличие материалов,Process_0m6vw7c.Activity_0h9t47e,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,1799.0,1799.0,1799.0,1799.0,1
проверить наличие осьминогов,Process_0m6vw7c.Activity_1ve4uz0,1800.0,1800.0,1800.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,750.0,0.0,0.0,0.0,0.0,1799.0,1799.0,1799.0,8995.0,5
уточнение данных о клиенте для отправки заказа,Process_0m6vw7c.Activity_1g5463c,7200.0,7200.0,7200.0,36000.0,0.0,0.0,0.0,0.0,95400.0,57600.0,230400.0,477000.0,500.0,500.0,500.0,2500.0,0.0,0.0,0.0,0.0,7196.0,7196.0,7196.0,35980.0,5

Scenario statistics
KPI,Min,Average,Max
Process Cycle Time (s),1195200.0,1200960.0,1224000.0
Process Cycle Time excluding out of timetable hours (s),273600.0,275400.0,282600.0
Process Waiting Time (s),0.0,360.0,1800.0
Accumulated Process Duration (s),1195200.0,1201320.0,1225800.0
Cost,16750.0,19785.0,31925.0


Process Cycle Time (s) distribution
From,To,Count
1195200,1200959,4
1200960,1206719,0
1206720,1212479,0
1212480,1218239,0
1218240,1223999,1

Process Waiting Time (s) distribution
From,To,Count
0,359,4
360,719,0
720,1079,0
1080,1439,0
1440,1799,1

Accumulated Process Duration (s) distribution
From,To,Count
1195200,1201319,4
1201320,1207439,0
1207440,1213559,0
1213560,1219679,0
1219680,1225799,1

Process Cost distribution
From,To,Count
16750,19784,4
19785,22819,0
22820,25854,0
25855,28889,0
28890,31924,1

In-timetable Cycle time (s) distribution
From,To,Count
273600,275399,4
275400,277199,0
277200,278999,0
279000,280799,0
280800,282599,1



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,1224000.0,282600.0,1800.0,31925.0
2,1195200.0,273600.0,0.0,16750.0
3,1195200.0,273600.0,0.0,16750.0
4,1195200.0,273600.0,0.0,16750.0
5,1195200.0,273600.0,0.0,16750.0
